time_stamp,index_no,City_long,City_lat,long,lat,name,city,humidity,temperature,voc,pm1.0_atm,pm1.0_atm_a,pm1.0_atm_b,pm2.5_atm,pm2.5_atm_a,pm2.5_atm_b,pm10.0_atm,pm10.0_atm_a,pm10.0_atm_b,pressure,1.0_um_count,1.0_um_count_a,1.0_um_count_b,2.5_um_count,2.5_um_count_a,2.5_um_count_b,10.0_um_count,10.0_um_count_a,10.0_um_count_b
2024-05-06,187799.0,-50.161943999999984,-25.095000000000006,-50.15869999999999,-25.063800000000008,PontaGrossa-Residencial,Ponta Grossa,39.09915611814346,87.30590717299577,80.262194092827,11.425706751054854,12.233565400843881,10.617848101265823,15.439873417721522,16.347679324894514,14.532067510548524,17.229799578059072,18.27983122362869,16.17976793248945,,,,,,,,,,
2024-05-07,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,46.8317107093185,83.67732962447845,73.58232267037552,12.215027816411682,13.070278164116827,11.359777468706538,16.852732962447845,17.80624478442281,15.89922114047288,18.94307371349096,20.093129346314324,17.793018080667593,,,,,,,,,,
2024-05-08,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,50.229485396383865,82.77746870653685,71.47329624478442,7.574485396383867,8.325757997218357,6.823212795549375,10.339666203059805,11.134019471488177,9.545312934631433,11.977225312934632,12.918191933240612,11.03625869262865,,,,,,,,,,
2024-05-09,187786.0,-50.161944,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,48.05271464646465,85.60637626262627,89.1756607905983,7.930070075757577,8.332964646464646,7.527175505050504,10.607751578282826,11.110989267676768,10.104513888888889,12.203310921717172,12.71140845959596,11.695213383838382,,,,,,,,,,
2024-05-10,187786.0,-50.161944,-25.094999999999995,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,52.64551396316102,80.9411541889483,89.65048436571598,5.332558229352347,5.706496100713013,4.958620357991681,7.0829826203208555,7.51596665181224,6.649998588829471,8.126492925579322,8.572805369875223,7.680180481283422,,,,,,,,,,
2024-05-11,187786.0,-50.161944000000005,-25.094999999999995,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,47.36940155646887,82.47012079823725,81.32851205904666,10.902172053491897,11.5258318357269,10.278512271256895,14.37465741276117,15.099279937803754,13.650034887718585,16.163354729571346,16.92281281742745,15.40389664171524,,,,,,,,,,
2024-05-12,187786.0,-50.16194399999999,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,46.533312128922816,81.00588422391857,76.9966826513214,9.443657257209498,9.9561506043257,8.931163910093298,13.19091990033927,13.834625954198472,12.54721384648007,15.27259046331637,15.908105703986429,14.637075222646311,,,,,,,,,,
2024-05-13,187786.0,-50.161944000000005,-25.094999999999995,-50.15520000000001,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,50.368615591397855,78.86149193548387,71.13469035947713,8.724936155913978,9.2596626344086,8.190209677419354,11.388234655017921,12.02282930107527,10.753640008960573,12.517350582437276,13.14806317204301,11.886637992831542,,,,,,,,,,
2024-05-14,187786.0,-50.161944000000005,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,60.99166666666667,75.14424603174604,85.48365680290163,9.53871378968254,10.0129375,9.064490079365079,12.714724702380952,13.282014880952381,12.147434523809524,13.417818452380953,13.974299603174604,12.861337301587303,,,,,,,,,,
2024-05-15,187786.0,-50.161944000000005,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,61.50413826124627,70.29038998348605,79.52922298944614,1.4788916430248882,1.5992047730877847,1.3585785129619918,2.276751611495279,2.428389937885367,2.125113285105191,2.5485911834352293,2.712357994612606,2.384824372257852,,,,,,,,,,
2024-05-16,187786.0,-50.161944000000005,-25.095,-50.155199999999994,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,59.28583152958153,74.33838383838383,75.89230034722222,5.644880050505051,6.015964105339107,5.273795995670996,7.634608089826839,8.083438221500721,7.185777958152958,8.335964330808082,8.795134469696968,7.876794191919192,,,,,,,,,,
2024-05-17,187786.0,-50.161944,-25.095,-50.15520000000001,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,51.81160345717234,79.87401530787754,79.77999128709455,11.807285119969041,12.450990174578603,11.163580065359476,15.177719459494323,15.974738454592362,14.380700464396284,16.615969437994494,17.392984219126248,15.838954656862745,,,,,,,,,,
2024-05-18,187786.0,-50.16194399999999,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,67.17487470948171,76.37522996360951,89.48274225278551,11.624113349711934,12.3757872108514,10.872439488572468,14.64107008050889,15.512172846127672,13.769967314890106,15.750654524011374,16.632290336626355,14.869018711396391,,,,,,,,,,
2024-05-19,187786.0,-50.161944,-25.095,-50.15520000000001,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,65.53611034787511,71.77777887935552,75.3485548745834,3.7959823272309072,4.121408000475881,3.470556653985933,4.900846084882545,5.270343711139878,4.531348458625212,5.28666902010883,5.665572105974296,4.907765934243363,,,,,,,,,,
2024-05-20,187786.0,-50.161944000000005,-25.095,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,54.560154428904426,77.10673562548561,71.87458918128655,5.577862689393939,5.949905351592852,5.205820027195028,7.024517263986014,7.442730235042735,6.606304292929293,7.618419968919969,8.046237470862472,7.190602466977467,,,,,,,,,,
2024-05-21,187786.0,-50.16194400000001,-25.09499999999999,-50.15520000000001,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,56.79515796833793,76.68484993577906,76.62781093960191,2.7264064008147324,2.9279842981676127,2.524828503461851,3.6403817346496723,3.8690103133526375,3.411753155946708,3.94102483716759,4.16945864398793,3.712591030347249,,,,,,,,,,
2024-05-22,187786.0,-50.161944000000005,-25.094999999999995,-50.155199999999994,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,58.1372311827957,75.43261648745519,86.76056942572626,10.507704637096774,11.02093100358423,9.994478270609317,14.35617282706093,14.976648521505375,13.735697132616487,15.79502598566308,16.43390994623656,15.156142025089604,,,,,,,,,,
2024-05-23,187786.0,-50.161944,-25.095,-50.155199999999994,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,50.600704809286896,78.74473466003317,86.37974621212122,14.772384535655057,15.370145418739636,14.17462365257048,20.77088686774461,21.57847947761194,19.96329425787728,23.58295341003317,24.375668635986735,22.790238184079605,,,,,,,,,,
2024-05-24,187786.0,-50.161944,-25.094999999999995,-50.1552,-25.0627,PontaGrossa-UTFPR,Ponta Grossa,66.3965909090909,72.05227272727274,82.17601704545454,3.037644412878788,3.3001057449494953,2.7751830808080813,4.084206439393939,4.39345707070707,3.774955808080808,4.6774951073232325,4.9726029040404045,4.3823873106060605,,,,,,,,,,
2024-05-25,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,51.6125,72.26527777777778,83.23180555555555,4.084451388888889,4.648805555555556,3.5200972222222227,5.125770833333334,5.753208333333332,4.498333333333334,5.613875,6.257333333333334,4.970416666666666,,,,,,,,,,
2024-05-26,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,65.6875,63.50833333333333,76.69994444444444,1.4554722222222223,1.6255138888888891,1.2854305555555556,2.062722222222223,2.2734444444444444,1.852,2.2762291666666665,2.4988194444444445,2.0536388888888886,,,,,,,,,,
2024-05-27,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,71.29485396383866,65.96105702364395,71.48442280945758,1.370598052851182,1.5541307371349098,1.1870653685674546,1.8287065368567457,2.0512795549374134,1.606133518776078,1.9890333796940192,2.235076495132128,1.742990264255911,,,,,,,,,,
2024-05-28,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,53.07927677329624,62.503477051460365,72.66897079276772,1.9003059805285114,2.237371349095967,1.5632406119610571,2.5736300417246176,2.9708066759388037,2.176453407510431,2.884068150208623,3.297260083449235,2.470876216968011,,,,,,,,,,
2024-05-29,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,46.516666666666666,68.75416666666666,90.03041666666665,7.795562500000001,8.484583333333333,7.106541666666667,11.376520833333334,12.08063888888889,10.672402777777778,13.051784722222221,13.866722222222224,12.236847222222224,,,,,,,,,,
2024-05-30,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,48.44722222222222,69.15694444444445,82.14450000000001,6.5653749999999995,7.161180555555556,5.969569444444445,9.555347222222222,10.170527777777778,8.940166666666666,11.02957638888889,11.651583333333333,10.407569444444446,,,,,,,,,,
2024-05-31,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,52.73713490959666,66.58970792767732,86.93255910987482,2.283546592489569,2.6331293463143255,1.9339638386648121,3.3066898470097352,3.7073157162726007,2.9060639777468706,3.9058901251738525,4.331460361613352,3.480319888734354,,,,,,,,,,
2024-06-01,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,53.25694444444444,70.62916666666666,74.7742638888889,5.315437500000001,5.91525,4.715625,7.000916666666668,7.693236111111111,6.308597222222223,7.768569444444446,8.524861111111111,7.012277777777778,,,,,,,,,,
2024-06-02,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,51.358333333333334,73.4125,80.75645833333333,14.051090277777778,15.162708333333333,12.93947222222222,19.96038888888889,21.15925,18.761527777777776,22.3419375,23.79148611111111,20.89238888888889,,,,,,,,,,
2024-06-03,187799.0,-50.161944,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,44.12083333333333,79.93611111111112,74.03366666666666,14.894229166666666,15.799111111111111,13.989347222222225,20.411361111111113,21.456152777777778,19.366569444444444,22.9044375,24.17125,21.637625,,,,,,,,,,
2024-06-04,187799.0,-50.16194400000001,-25.094999999999995,-50.1587,-25.0638,PontaGrossa-Residencial,Ponta Grossa,60.74826147426982,70.4019471488178,74.31358831710709,4.652072322670375,5.120500695410293,4.183643949930459,6.088824756606398,6.628136300417245,5.54951321279555,6.548136300417246,7.103991655076494,5.992280945757998,,,,,,,,,,
